KI	Trl	Block	Trl/Bl	Crit	Sex	Emo	PicID	Cue	StimPos	RT	Ans	Correct
15	1	1	1	0	f	n	32	left	right	2.46100020409	2	1
15	2	1	2	0	m	n	49	right	left	2.17000007629	1	1
15	3	1	3	0	m	n	21	right	right	1.44000005722	1	1
15	4	1	4	0	m	n	46	left	left	1.17899990082	1	1
15	5	1	5	0	f	n	58	right	right	1.7650001049	2	1
15	6	1	6	0	f	n	14	right	right	4.3220000267	1	0
15	7	1	7	0	m	n	33	left	left	1.16400003433	1	1
15	8	1	8	0	m	n	21	right	right	1.05599999428	1	1
15	9	1	9	0	f	n	04	left	left	1.53399991989	1	0
15	10	1	10	0	f	n	58	left	left	1.63800001144	2	1
15	11	1	1	0	m	n	36	right	right	1.0759999752	1	1
15	12	1	2	0	m	n	28	right	right	3.78199982643	3	NA
15	13	1	3	0	f	n	31	left	right	5.26200008392	2	1
15	14	1	4	0	f	n	08	right	right	1.49900007248	2	1
15	15	1	5	0	m	n	71	left	left	1.32600021362	1	1
15	16	1	6	0	m	n	33	right	right	1.09999990463	1	1
15	17	1	7	0	f	n	56	left	right	4.07100009918	1	0
15	18	1	8	0	f	n	02	right	right	1.14499998093	2	1
15	19	1	9	0	f	n	22	left	left	1.20599985123	1	0
15	20	1	10	0	f	n	56	right	right	1.11100006104	2	1
15	21	1	11	0	m	n	71	left	left	1.07100009918	1	1
15	22	1	12	0	m	n	23	right	left	1.08500003815	1	1
15	23	1	13	0	f	n	04	left	right	5.41999983788	3	NA
15	24	1	14	0	m	n	20	left	left	1.2539999485	1	1
15	25	1	15	0	m	n	47	left	left	1.52100014687	1	1
15	26	1	16	0	f	n	18	right	right	3.52900004387	1	0
15	27	1	17	0	f	n	22	right	left	2.18300008774	1	0
15	28	1	18	0	m	n	33	right	right	1.25999999046	1	1
15	29	1	19	0	m	n	25	left	left	1.3220000267	1	1
15	30	1	20	0	m	n	07	left	left	1.2389998436	1	1
15	31	1	21	0	m	n	49	left	left	1.11500000954	1	1
15	32	1	22	0	f	n	19	left	left	1.24499988556	2	1
15	33	1	23	0	f	n	16	left	left	2.15300011635	1	0
15	34	1	24	0	m	n	24	right	right	1.21899986267	1	1
15	35	1	25	0	f	n	37	right	right	3.36899995804	2	1
15	36	1	26	0	m	n	10	left	left	4.46000003815	3	NA
15	37	1	27	0	m	n	10	right	right	1.40499997139	1	1
15	38	1	28	0	m	n	10	right	right	1.80399990082	1	1
15	39	1	29	0	m	n	33	right	right	1.16400003433	1	1
15	40	1	30	0	f	n	31	left	left	1.08500003815	2	1
15	41	1	31	0	f	n	14	right	left	1.33100008965	1	0
15	42	1	32	0	f	n	26	right	right	7.98300004005	4	NA
15	43	1	33	0	m	n	49	right	right	1.13100004196	1	1
15	44	1	34	0	f	n	32	left	left	1.10000014305	2	1
15	45	1	35	0	f	n	22	right	right	1.16000008583	2	1
15	46	1	36	0	m	n	38	right	right	1.09600019455	1	1
15	47	1	37	0	f	n	01	left	left	1.11600017548	2	1
15	48	1	38	0	f	n	26	right	right	1.32699990273	2	1
15	49	1	39	0	f	n	19	right	right	1.9319999218	1	0
15	50	1	40	0	m	n	47	left	right	1.12199997902	1	1
15	51	1	41	0	m	n	21	left	left	4.30500006676	2	0
15	52	1	42	0	f	n	02	right	right	1.38499999046	2	1
15	53	1	43	0	f	n	18	left	left	3.6400001049	3	NA
15	54	1	44	0	m	n	46	left	left	1.54600000381	1	1
15	55	1	45	0	f	n	58	left	left	1.07800006866	2	1
15	56	1	46	0	m	n	47	left	right	4.03499984741	2	NA
15	57	1	47	0	m	n	23	left	right	1.5	1	1
15	58	1	48	0	m	n	07	right	right	1.4319999218	1	1
15	59	1	49	0	f	n	31	left	left	1.50099992752	1	0
15	60	1	50	0	m	n	25	left	left	1.53099989891	1	1
15	61	1	51	0	m	n	36	left	right	2.64899992943	1	1
15	62	1	52	0	m	n	23	right	right	1.08400011063	1	1
15	63	1	53	0	f	n	26	right	right	1.11899995804	2	1
15	64	1	54	0	f	n	22	right	left	1.84599995613	1	0
15	65	1	55	0	f	n	19	left	left	1.10100007057	2	1
15	66	1	56	0	f	n	12	right	right	1.10399985313	2	1
15	67	1	57	0	m	n	33	left	left	1.08399987221	1	1
15	68	1	58	0	f	n	32	left	left	1.34100008011	1	0
15	69	1	59	0	m	n	46	right	right	1.11400008202	1	1
15	70	1	60	0	f	n	56	left	left	1.17499995232	1	0
15	71	1	61	0	f	n	08	left	left	1.21200013161	1	0
15	72	1	62	0	m	n	05	right	right	1.13100004196	1	1
15	73	1	63	0	m	n	71	left	left	1.55100011826	1	1
15	74	1	64	0	f	n	01	right	left	4.5569999218	1	NA
15	75	1	65	0	m	n	20	right	left	1.10899996758	1	1
15	76	1	66	0	f	n	18	right	right	1.06500005722	2	1
15	77	1	67	0	f	n	08	right	right	1.18099999428	2	1
15	78	1	68	0	f	n	19	left	left	1.06900000572	2	1
15	79	1	69	0	m	n	47	right	left	3.65000009537	2	NA
15	80	1	70	0	m	n	25	left	left	1.32399988174	1	1
15	81	2	1	0	f	n	12	left	left	1.28699994087	2	1
15	82	2	2	0	f	n	56	left	left	1.25500011444	2	1
15	83	2	3	0	m	n	05	left	left	1.88300013542	1	1
15	84	2	4	0	m	n	46	left	left	1.06700015068	1	1
15	85	2	5	0	m	n	28	left	right	2.08700013161	1	1
15	86	2	6	0	f	n	16	left	left	1.17600011826	2	1
15	87	2	7	0	f	n	37	left	left	2.5529999733	2	1
15	88	2	8	0	m	n	05	right	right	3.32299995422	2	NA
15	89	2	9	0	m	n	07	left	left	1.46399998665	1	1
15	90	2	10	0	f	n	04	left	left	1.0529999733	1	0
15	91	2	11	0	f	n	14	right	right	4.01699995995	1	0
15	92	2	12	0	f	n	37	left	right	1.20899987221	1	0
15	93	2	13	0	f	n	26	right	right	1.19899988174	2	1
15	94	2	14	0	m	n	20	left	left	1.41300010681	1	1
15	95	2	15	0	f	n	01	right	left	13.6600000858	1	NA
15	96	2	16	0	m	n	46	left	left	1.32300019264	1	1
15	97	2	17	0	m	n	24	left	left	1.1890001297	1	1
15	98	2	18	0	m	n	24	left	left	1.10700011253	1	1
15	99	2	19	0	f	n	12	right	right	1.08700013161	2	1
15	100	2	20	0	f	n	58	right	right	1.07799983025	2	1
15	101	2	21	0	m	n	10	right	right	1.13300013542	1	1
15	102	2	22	0	f	n	02	left	left	1.09799981117	2	1
15	103	2	23	0	f	n	16	left	left	1.06500005722	2	1
15	104	2	24	0	m	n	24	left	right	4.80399990082	2	NA
15	105	2	25	0	m	n	10	right	right	1.48500013351	1	1
15	106	2	26	0	m	n	28	left	left	1.1099998951	1	1
15	107	2	27	0	f	n	26	right	left	3.0720000267	1	0
15	108	2	28	0	m	n	07	right	left	1.19199991226	1	1
15	109	2	29	0	f	n	37	right	right	1.09899997711	2	1
15	110	2	30	0	f	n	14	left	left	2.51399993896	1	0
15	111	2	31	0	m	n	38	right	right	1.14400005341	1	1
15	112	2	32	0	f	n	12	right	left	1.53600001335	1	0
15	113	2	33	0	m	n	23	right	right	1.10199999809	1	1
15	114	2	34	0	m	n	49	right	right	1.19499993324	1	1
15	115	2	35	0	f	n	22	left	left	1.06200003624	1	0
15	116	2	36	0	f	n	16	left	right	1.14500021935	1	0
15	117	2	37	0	f	n	12	right	left	1.45599985123	1	0
15	118	2	38	0	f	n	14	left	left	1.20199990273	1	0
15	119	2	39	0	m	n	23	right	right	1.19799995422	1	1
15	120	2	40	0	f	n	56	left	left	3.43099999428	4	NA
15	121	2	41	0	f	n	08	right	right	1.38800001144	1	0
15	122	2	42	0	m	n	21	left	left	1.74300003052	1	1
15	123	2	43	0	f	n	02	right	right	1.41700005531	1	0
15	124	2	44	0	m	n	07	right	right	1.35199999809	1	1
15	125	2	45	0	m	n	71	left	left	2.35100007057	1	1
15	126	2	46	0	m	n	25	left	left	1.27500009537	1	1
15	127	2	47	0	m	n	38	right	right	1.992000103	1	1
15	128	2	48	0	f	n	58	left	left	1.06299996376	2	1
15	129	2	49	0	m	n	49	right	right	1.10000014305	1	1
15	130	2	50	1	f	n	37	left	right	2.92200016975	3	NA
